,incident_name,incident_dateonly_extinguished,incident_dateonly_created,incident_acres_burned,incident_longitude,incident_latitude,city,incident_county,incident_id,incident_url
548,Pleyto Fire,2018-01-09,2017-06-11,32,-120.983684,35.902149,Lake Nacimiento,Monterey,f32d4562-5032-4645-ac8f-afb3fab4c704,https://www.fire.ca.gov/incidents/2017/6/11/pleyto-fire/
549,Monterey Fire,2018-01-09,2017-06-11,450,-120.369347,36.616986,Mendota,Fresno,a9d270c5-aacb-4dad-a34e-ab28a7192248,https://www.fire.ca.gov/incidents/2017/6/11/monterey-fire/
550,Tivy Fire,2018-01-09,2017-06-11,76,-119.35901,36.8005,Minkler,Fresno,0956bfcb-8915-4163-b4ed-4f3a6ab32895,https://www.fire.ca.gov/incidents/2017/6/11/tivy-fire/
551,Red Fire,2018-01-09,2017-06-11,38,-120.45268,37.85137,Jamestown,Tuolumne,5d521085-d92f-4664-b17b-732783658daa,https://www.fire.ca.gov/incidents/2017/6/11/red-fire/
552,Valley Fire,2018-01-09,2017-06-13,33,-116.972036,33.584036,East Hemet,Riverside,67ba6e61-b5ca-48f4-8e56-9cedeaeb65ea,https://www.fire.ca.gov/incidents/2017/6/13/valley-fire/
553,Douglas Fire,2018-01-09,2017-06-13,50,-117.29509,33.23281,Vista,San Diego,3fc7de4e-3a0f-45e9-be1f-801f88770883,https://www.fire.ca.gov/incidents/2017/6/13/douglas-fire/
554,King Fire,2018-01-09,2017-06-13,135,-118.74542,35.8556,Alta Sierra,Tulare,5f0c7697-7be3-49af-b98c-f5789e3ca6f9,https://www.fire.ca.gov/incidents/2017/6/13/king-fire/
555,Reed Fire,2018-01-09,2017-06-13,20,-116.85226,33.52584,Aguanga,Riverside,338af3e2-098b-4d1b-8f98-6020b212b68f,https://www.fire.ca.gov/incidents/2017/6/13/reed-fire/
556,Lucy Fire,2018-01-09,2017-06-14,150,-120.3187,35.6871,Shandon,San Luis Obispo,1c51deff-5b43-4f54-8acc-a682f830815a,https://www.fire.ca.gov/incidents/2017/6/14/lucy-fire/
557,Westfall Fire,2018-01-09,2017-06-15,63,-120.0088,37.36914,Mariposa,Mariposa,1dfae538-fd95-4454-865d-3d74e4b56665,https://www.fire.ca.gov/incidents/2017/6/15/westfall-fire/
558,Canyon Fire,2018-01-09,2017-06-15,105,-116.884446,33.950382,Banning,Riverside,380df891-161a-44c7-a244-d7dda9d5fd32,https://www.fire.ca.gov/incidents/2017/6/15/canyon-fire/
559,Nuevo Fire,2018-01-09,2017-06-15,28,-117.11659,33.79925,Nuevo,Riverside,57b7776f-bae7-4b14-b94c-65806e002a88,https://www.fire.ca.gov/incidents/2017/6/15/nuevo-fire/
560,Skyway Fire,2018-01-09,2017-06-16,134,-121.75417,39.69717,Durham,Butte,a2d42b3a-32a4-4b57-a8c2-91e5d046bbb6,https://www.fire.ca.gov/incidents/2017/6/16/skyway-fire/
561,Springs Fire,2018-01-09,2017-06-16,10,33.939428,117.138741,Longyearbyen,Riverside,0089929d-0b52-46fe-8982-b096b7616f30,https://www.fire.ca.gov/incidents/2017/6/16/springs-fire/
562,Shore Fire,2018-01-09,2017-06-16,32,-120.93371,35.90092,Lake Nacimiento,Monterey,7cae5704-9ba2-487c-a48b-bb440c95da6e,https://www.fire.ca.gov/incidents/2017/6/16/shore-fire/
563,Lake Fire,2018-01-09,2017-06-17,800,-118.60703,34.55607,Castaic,Los Angeles,c982daaa-a785-4dfc-a366-1950974028af,https://www.fire.ca.gov/incidents/2017/6/17/lake-fire/
564,Bolla Fire,2018-01-09,2017-06-18,60,-122.83208,40.32063,Lewiston,Tehama,ffb57bcc-80f7-4299-bfcf-c9be3b66d5ff,https://www.fire.ca.gov/incidents/2017/6/18/bolla-fire/
565,Lambs Fire,2018-01-09,2017-06-18,10,-116.9669,33.90965,Beaumont,Riverside,294c531a-3299-4038-baa8-c2a92d38d10a,https://www.fire.ca.gov/incidents/2017/6/18/lambs-fire/
566,Smiley Fire,2018-01-09,2017-06-18,153,-117.21314,33.98639,Moreno Valley,Riverside,54bad310-3a96-4019-b64d-61d00c559e6c,https://www.fire.ca.gov/incidents/2017/6/18/smiley-fire/
567,Road Fire,2018-01-09,2017-06-18,25,-119.95136,37.02081,Bonadelle Ranchos-Madera Ranchos,Madera,b3695ebc-e761-4577-8439-6330bed36594,https://www.fire.ca.gov/incidents/2017/6/18/road-fire/
568,Highway Fire,2018-01-09,2017-06-18,1522,-118.66733,35.53456,Bodfish,Kern,1b01181e-fbcb-4dc4-86ec-cfddc864cc34,https://www.fire.ca.gov/incidents/2017/6/18/highway-fire/
569,Trellis Fire,2018-01-09,2017-06-18,26,-117.31924,33.71025,Lake Elsinore,Riverside,bfa879b5-b526-4114-9137-51d3ea3ad336,https://www.fire.ca.gov/incidents/2017/6/18/trellis-fire/
570,Bogus Fire,2018-01-09,2017-06-18,56,-122.36545,41.93006,Montague,Siskiyou,f173524a-ae01-47f5-942d-5e90c2b96469,https://www.fire.ca.gov/incidents/2017/6/18/bogus-fire/
571,Toll Fire,2018-01-09,2017-06-22,39,-122.23004,38.07481,Crockett,Solano,949e577d-86c2-4def-b25a-c24aa014f4d9,https://www.fire.ca.gov/incidents/2017/6/22/toll-fire/
572,Holcomb Fire,2018-01-09,2017-06-19,1503,-116.826,34.2976,Big Bear City,San Bernardino,b5dd68e2-ec95-47cd-a126-d5f6f0f2b49a,https://www.fire.ca.gov/incidents/2017/6/19/holcomb-fire/
573,Evans Fire,2018-01-09,2017-06-19,168,-120.02325,39.71101,Cold Springs,Sierra,5882937b-ffce-43af-9e0a-00dcddde214a,https://www.fire.ca.gov/incidents/2017/6/19/evans-fire/
574,Orange Fire,2018-01-09,2017-06-21,65,-120.68992,37.82934,East Oakdale,Stanislaus,8740caa0-f86c-4103-b830-0435b9933a2b,https://www.fire.ca.gov/incidents/2017/6/21/orange-fire/
575,Quimby Fire,2018-01-09,2017-06-21,54,-121.76323,37.33454,Alum Rock,Santa Clara,d515cbcc-376e-4bc7-adea-189eff5a7735,https://www.fire.ca.gov/incidents/2017/6/21/quimby-fire/
576,Highway Fire,2018-01-09,2017-06-22,21,-121.4143,39.364,Loma Rica,Butte,981484d0-711c-4a7b-9adc-23c9b29f9fae,https://www.fire.ca.gov/incidents/2017/6/22/highway-fire/
577,Lone Fire,2018-01-09,2017-06-22,111,-121.5786,39.38416,Palermo,Butte,1b1ba02e-9db3-4224-9d8d-06d5df529f16,https://www.fire.ca.gov/incidents/2017/6/22/lone-fire/
578,Creek Fire,2018-01-09,2017-06-23,357,-120.65185,36.27306,Coalinga,Fresno,0ed54526-1296-4863-ae40-613ee456899d,https://www.fire.ca.gov/incidents/2017/6/23/creek-fire/
579,Paskenta Fire,2018-01-09,2017-06-24,42,-122.27379,40.10282,Red Bluff,Tehama,982c81ca-ebe5-4591-986d-1f3e2e4cc13c,https://www.fire.ca.gov/incidents/2017/6/24/paskenta-fire/
580,King Incident,2018-01-09,2017-06-23,0,-119.50606,36.51912,Kingsburg,Tulare,e1fdc15a-5737-4c69-ab9a-7f43d6b4aab8,https://www.fire.ca.gov/incidents/2017/6/23/king-incident/
581,Placerita Fire,2018-01-09,2017-06-25,760,-118.49343,34.37443,Santa Clarita,Los Angeles,c940ef85-44ce-4684-bce3-7cbbf180cefb,https://www.fire.ca.gov/incidents/2017/6/25/placerita-fire/
582,Black Fire,2018-01-09,2017-06-25,36,-116.77342,33.1683,Ramona,San Diego,49a9074c-c30b-4042-9ffd-1a10f9d9bf1d,https://www.fire.ca.gov/incidents/2017/6/25/black-fire/
583,Manzanita Fire,2018-01-09,2017-06-26,6309,-116.594422,33.530045,Anza,Riverside,ca0c9a5f-7a1a-4903-b790-6eb3e85e7e64,https://www.fire.ca.gov/incidents/2017/6/26/manzanita-fire/
584,King Fire,2018-01-09,2017-06-26,19,-122.645079,40.703775,Lewiston,Siskiyou,91d07ea9-cf5f-489c-aa4f-97fa6c0fb8a4,https://www.fire.ca.gov/incidents/2017/6/26/king-fire/
585,Hill Fire,2018-01-09,2017-06-26,1598,-120.4992,35.4025,Santa Margarita,San Luis Obispo,81b37451-57b5-4050-a54d-e9750f84a567,https://www.fire.ca.gov/incidents/2017/6/26/hill-fire/
586,Latrobe Fire,2018-01-09,2017-06-27,35,-120.92162,38.45822,Plymouth,Sacramento,4f0ff7c1-7c96-4f68-87e8-be4466945c2b,https://www.fire.ca.gov/incidents/2017/6/27/latrobe-fire/
587,Pine Fire,2018-01-09,2017-06-27,38,-122.65749,37.9775,Woodacre,Marin,243567d6-2692-4978-88f5-1bbfc7b818a6,https://www.fire.ca.gov/incidents/2017/6/27/pine-fire/
588,Sloane Fire,2018-01-09,2017-06-27,25,-116.8516,32.7789,Crest,San Diego,7696644d-0908-4149-8d6e-aa50c1233d67,https://www.fire.ca.gov/incidents/2017/6/27/sloane-fire/
589,Mart Fire,2018-01-09,2017-06-27,670,-117.17813,34.14575,Highland,San Bernardino,a3159a43-d38c-4655-9acf-371bc9a6213b,https://www.fire.ca.gov/incidents/2017/6/27/mart-fire/
590,Shore Fire,2018-01-09,2017-06-26,28,-124.19629,41.93323,Harbor,Del Norte,2c00a509-af87-418f-b888-edc8ec450f1f,https://www.fire.ca.gov/incidents/2017/6/26/shore-fire/
591,Ranch Fire,2018-01-09,2017-06-29,85,-121.71752,37.3344,East Foothills,Santa Clara,5da65d7f-cc75-4c0c-b221-1a1e3000a120,https://www.fire.ca.gov/incidents/2017/6/29/ranch-fire/
592,Alvarado Fire,2018-01-09,2017-06-28,15,-120.87492,35.947,Lake Nacimiento,Monterey,c171dc75-9d35-4c58-b787-032067b16ae7,https://www.fire.ca.gov/incidents/2017/6/28/alvarado-fire/
593,Battle Fire,2018-01-09,2017-06-28,562,-121.29581,41.85763,Tulelake,Modoc,a0ba8679-406a-491b-a20b-bba55d63bc5b,https://www.fire.ca.gov/incidents/2017/6/28/battle-fire/
594,Ben Fire,2018-01-09,2017-06-28,630,-119.9646,37.3762,Mariposa,Mariposa,d36387df-af2a-4b20-a94f-589fdccf67cd,https://www.fire.ca.gov/incidents/2017/6/28/ben-fire/
595,Cristianitos Fire,2018-01-09,2017-06-28,0,-117.58252,33.43513,San Clemente,San Diego,47e76098-389e-4747-9e89-7ebdc963a485,https://www.fire.ca.gov/incidents/2017/6/28/cristianitos-fire/
596,Tarina Fire,2018-01-09,2017-06-30,1200,-118.80123,35.38298,Lamont,Kern,4ac3161f-79e7-494f-88e4-72a69ef1d96b,https://www.fire.ca.gov/incidents/2017/6/30/tarina-fire/
597,Lockwood Fire,2018-01-09,2017-06-29,42,-121.08753,35.96275,King City,Monterey,abe2311a-4ce6-4300-9716-4fb3fe538c75,https://www.fire.ca.gov/incidents/2017/6/29/lockwood-fire/
598,Topanga Fire,2018-01-09,2017-06-29,55,-118.58624,34.03941,Las Flores,Los Angeles,d1ec9e43-04bd-4926-8362-5e04afe39c90,https://www.fire.ca.gov/incidents/2017/6/29/topanga-fire/
599,Stokes Fire,2018-01-09,2017-06-29,41,-118.70294,34.10446,Agoura,Los Angeles,6f2f8dc0-b930-435e-a622-d3585dcac067,https://www.fire.ca.gov/incidents/2017/6/29/stokes-fire/
600,Oak Fire,2018-01-09,2017-07-01,128,-122.0122,40.69554,Bella Vista,Shasta,2b043a7e-234c-43f7-852c-21fcb9ddc200,https://www.fire.ca.gov/incidents/2017/7/1/oak-fire/
601,Brewer Fire,2018-01-09,2017-07-02,10,-121.06656,39.08382,Lake of the Pines,Nevada,c99fe9af-6d6b-435a-9084-2248905ad251,https://www.fire.ca.gov/incidents/2017/7/2/brewer-fire/
602,Lisa Fire,2018-01-09,2017-07-02,11,-117.096233,33.913089,Lakeview,Riverside,64ef64a3-c8b0-48f1-8fec-9cacf8dfcd34,https://www.fire.ca.gov/incidents/2017/7/2/lisa-fire/
603,Desabla Fire,2018-01-09,2017-07-02,14,-121.6268,39.8629,Forest Ranch,Butte,97d63e17-e546-49ae-add6-e3b5fa71cb4c,https://www.fire.ca.gov/incidents/2017/7/2/desabla-fire/
604,Spring Fire,2018-01-09,2017-07-02,225,-119.921,37.4591,Mariposa,Mariposa,3980fbbb-d17b-4deb-83a4-9af2290b5272,https://www.fire.ca.gov/incidents/2017/7/2/spring-fire/
605,Derrick Fire,2018-01-09,2017-07-02,1538,-120.620791,36.269125,Coalinga,Fresno,e3e75be1-8dea-4022-975b-34a0f25b57c0,https://www.fire.ca.gov/incidents/2017/7/2/derrick-fire/
606,Timber Fire,2018-01-09,2017-07-03,30,-117.25411,33.96896,Moreno Valley,Riverside,b51d7a8d-f768-453e-abb4-665b74998b21,https://www.fire.ca.gov/incidents/2017/7/3/timber-fire/
607,Canyon Fire,2018-01-09,2017-07-03,10,-116.99321,33.91806,Beaumont,Riverside,d4f1fc5e-b877-41ee-b491-8e92ded4984f,https://www.fire.ca.gov/incidents/2017/7/3/canyon-fire/
608,Lago Fire,2018-01-09,2017-07-03,50,-117.16215,33.87739,Lakeview,Riverside,2f97537a-1333-4dfc-b7a3-b7bf9400ffdd,https://www.fire.ca.gov/incidents/2017/7/3/lago-fire/
609,Valley Fire,2018-01-09,2017-07-04,34,-121.30983,36.85596,Ridgemark,San Benito,9668cfe5-b636-4147-bce1-da8e8b3fb5c2,https://www.fire.ca.gov/incidents/2017/7/4/valley-fire/
610,Silver Fire,2018-01-09,2017-07-04,13,-117.3125,34.304722,Crestline,San Bernardino,ed40ce35-7338-4f8b-a5ab-e94af6fa7e55,https://www.fire.ca.gov/incidents/2017/7/4/silver-fire/
611,Freedom Fire,2018-01-09,2017-07-04,57,-119.51592,36.81476,Minkler,Fresno,36d953e8-265f-4b05-831e-42eb2298b208,https://www.fire.ca.gov/incidents/2017/7/4/freedom-fire/
612,Jurupa Fire,2018-01-09,2017-07-04,35,-117.48405,33.99316,Glen Avon,Riverside,252345dd-886b-4bd2-90b9-161727a2fc2d,https://www.fire.ca.gov/incidents/2017/7/4/jurupa-fire/
613,Lakeland Fire,2018-01-09,2017-07-04,18,-121.54722,39.53944,Oroville,Butte,6ae3d56e-0258-49f5-9e71-5b5abe141479,https://www.fire.ca.gov/incidents/2017/7/4/lakeland-fire/
614,Grade Fire,2018-01-09,2017-07-04,50,-118.98603,34.20599,Casa Conejo,Ventura,f6970f10-0498-4f4c-8e0c-d4b7e4fbf888,https://www.fire.ca.gov/incidents/2017/7/4/grade-fire/
615,Klamath Fire,2018-01-09,2017-07-04,0,-122.73031,41.86609,Yreka,Siskiyou,1be87788-1bd9-4e97-b92a-63b41fe8abf1,https://www.fire.ca.gov/incidents/2017/7/4/klamath-fire/
616,Eagle Fire,2018-01-09,2017-07-04,205,-117.48195,33.85323,El Cerrito,Riverside,60770d23-70db-46f1-a19a-a23eaa409125,https://www.fire.ca.gov/incidents/2017/7/4/eagle-fire/
617,Globe Fire,2018-01-09,2017-07-05,21,-118.81979,36.10858,East Porterville,Tulare,0a664214-c090-4889-8439-06836f89d830,https://www.fire.ca.gov/incidents/2017/7/5/globe-fire/
618,Fay Fire,2018-01-09,2017-07-05,469,-122.8428,41.3975,Yreka,Siskiyou,b383e4bd-6815-4624-936c-be57715ce50e,https://www.fire.ca.gov/incidents/2017/7/5/fay-fire/
619,Axel Fire,2018-01-09,2017-07-08,74,-120.97111,38.7803,Cameron Park,El Dorado,f75027cb-2526-4524-989f-71d0d56353ec,https://www.fire.ca.gov/incidents/2017/7/8/axel-fire/
620,Lake Fire,2018-01-09,2017-07-08,62,-120.4925,37.64898,Waterford,Stanislaus,b3a6b47f-105b-4f66-b12a-76c563457a5d,https://www.fire.ca.gov/incidents/2017/7/8/lake-fire/
621,Auberry Fire,2018-01-09,2017-07-05,91,-119.65621,36.95104,Clovis,Fresno,89f34aa8-eaf3-4d19-8ef0-005102e82831,https://www.fire.ca.gov/incidents/2017/7/5/auberry-fire/
622,Gold Fire,2018-01-09,2017-07-05,22,-120.67848,38.20176,San Andreas,Calaveras,7d77d3d1-40b5-40ab-8a53-2550f2001094,https://www.fire.ca.gov/incidents/2017/7/5/gold-fire/
623,Winters Fire,2018-01-09,2017-07-06,2269,-122.0251,38.49521,Winters,Yolo,a7509e35-3083-4306-bcce-ebf6d101b62a,https://www.fire.ca.gov/incidents/2017/7/6/winters-fire/
624,Quail Fire,2018-01-09,2017-07-06,1626,-119.08312,35.59904,McFarland,Kern,ea019efb-52d2-4f08-8d04-20b680e2361b,https://www.fire.ca.gov/incidents/2017/7/6/quail-fire/
625,Alamo Fire,2018-01-09,2017-07-06,28687,-120.3223,35.0179,Santa Maria,San Luis Obispo,5a43b164-04d0-46ea-992e-ea5aa283305f,https://www.fire.ca.gov/incidents/2017/7/6/alamo-fire/
626,Antelope Fire,2018-01-09,2017-07-06,0,-120.9643,40.6361,Westwood,Lassen,b4eb0b95-1a93-46a5-91f4-5c2b4c7b943c,https://www.fire.ca.gov/incidents/2017/7/6/antelope-fire/
627,Hawk Fire,2018-01-09,2017-07-07,2940,-118.89627,35.77896,Richgrove,Kern,1652d79a-f4fc-4151-a0d1-1b7366730f47,https://www.fire.ca.gov/incidents/2017/7/7/hawk-fire/
628,Salmon-August Complex,2018-01-09,2017-06-25,0,-123.474,41.841,Happy Camp,Siskiyou,c35027fa-3bc5-423f-a32e-e03b134a102e,https://www.fire.ca.gov/incidents/2017/6/25/salmon-august-complex/
629,Daulton Fire,2018-01-09,2017-07-07,90,-120.02027,37.09773,Madera Acres,Madera,eeef101a-3a50-4407-8e6d-cd80d0d07599,https://www.fire.ca.gov/incidents/2017/7/7/daulton-fire/
630,Christmas Fire,2018-01-09,2017-07-07,33,-117.314994,33.763304,Good Hope,Riverside,bc89aab5-5f30-46a2-9881-6dbae22893b6,https://www.fire.ca.gov/incidents/2017/7/7/christmas-fire/
631,Wall Fire,2018-01-09,2017-07-07,6033,-121.41222,39.45352,Oroville East,Butte,8816f0da-0818-499a-9ff6-ba4fd56ca7c8,https://www.fire.ca.gov/incidents/2017/7/7/wall-fire/
632,Bryant Fire,2018-01-09,2017-07-07,74,-117.06765,34.07612,Yucaipa,San Bernardino,67c20627-e6cb-4900-9f40-01e8da154a53,https://www.fire.ca.gov/incidents/2017/7/7/bryant-fire/
633,Tower Fire,2018-01-09,2017-07-07,58,-120.62825,35.346,Santa Margarita,San Luis Obispo,effeee13-51d7-4cf2-a62f-93b47b34605a,https://www.fire.ca.gov/incidents/2017/7/7/tower-fire/
634,Banderilla Fire,2018-01-09,2017-07-07,36,-120.34802,37.65963,Jamestown,Mariposa,932a3f2f-6c0e-42a6-b357-f333774b4ea8,https://www.fire.ca.gov/incidents/2017/7/7/banderilla-fire/
635,Deer Complex,2018-01-09,2017-07-08,231,-121.78677,37.87808,Brentwood,Contra Costa,248bba19-4fdf-4285-a210-1334454ad80a,https://www.fire.ca.gov/incidents/2017/7/8/deer-complex/
636,North Fire,2018-01-09,2017-07-15,10,-122.38619,40.48972,Redding,Shasta,2ec4e814-477b-47e7-a36b-4da26f94e277,https://www.fire.ca.gov/incidents/2017/7/15/north-fire/
637,Whittier Fire,2018-01-09,2017-07-08,18430,-119.9494,34.55096,Santa Ynez,Santa Barbara,dfd1e0d9-42b5-436a-aa83-ffcbbb7a6145,https://www.fire.ca.gov/incidents/2017/7/8/whittier-fire/
638,Dode Fire,2018-01-09,2017-07-13,410,-121.30451,41.72163,Tulelake,Modoc,f09f75ff-d9fe-4a25-89d0-75dc98d1fe30,https://www.fire.ca.gov/incidents/2017/7/13/dode-fire/
639,Orleans Complex,2018-01-09,2017-07-26,27276,-123.501,41.59,Happy Camp,Siskiyou,51bf0e2a-7f1f-4fe1-aeaa-70510ad42d0e,https://www.fire.ca.gov/incidents/2017/7/26/orleans-complex/
640,Stone Fire,2018-01-09,2017-07-09,340,-120.47322,35.42433,Santa Margarita,San Luis Obispo,743b2276-742e-4d25-be9b-60364ca880f6,https://www.fire.ca.gov/incidents/2017/7/9/stone-fire/
641,Willow Fire,2018-01-09,2017-07-08,370,-122.25544,38.02929,Rodeo,Contra Costa,2adaf964-e996-4e55-a616-ac42375ee156,https://www.fire.ca.gov/incidents/2017/7/8/willow-fire/
642,West Fire,2018-01-09,2017-07-08,50,-121.303,39.06308,Beale Air Force Base,Yuba,5a52750e-30a0-4d26-a75b-58f79e1e24f4,https://www.fire.ca.gov/incidents/2017/7/8/west-fire/
643,Rosado Fire,2018-01-09,2017-07-12,13,-121.06088,38.67474,El Dorado Hills,El Dorado,fd82cbd0-ec25-461c-aef1-4c0c92060348,https://www.fire.ca.gov/incidents/2017/7/12/rosado-fire/
644,Parkfield Fire,2018-01-09,2017-07-08,1816,-120.57894,35.86949,San Miguel,"Monterey, San Luis Obispo",a21faf4f-3628-4e24-ac64-8471d9d12560,https://www.fire.ca.gov/incidents/2017/7/8/parkfield-fire/
645,Benson Fire,2018-01-09,2017-07-08,29,-122.42606,40.29118,Cottonwood,Tehama,de1788c0-2996-40cf-9f76-2920b210d6a9,https://www.fire.ca.gov/incidents/2017/7/8/benson-fire/
646,Garza Fire,2018-01-09,2017-07-09,48889,-120.20014,35.93273,Avenal,Kings,6ee351a7-9382-48bc-a161-b417f7560ff9,https://www.fire.ca.gov/incidents/2017/7/9/garza-fire/
647,Honcut Fire,2018-01-09,2017-07-10,166,-121.53865,39.37192,Palermo,Butte,79fd7b45-381a-4819-9dc7-f80a98010809,https://www.fire.ca.gov/incidents/2017/7/10/honcut-fire/
648,Farad Fire,2018-01-09,2017-07-10,747,-120.027222,39.439722,Verdi,Sierra,61cc4072-7db6-4fd2-bc9a-652728780c67,https://www.fire.ca.gov/incidents/2017/7/10/farad-fire/
649,Felipe Fire,2018-01-09,2017-07-10,70,-121.68562,37.25014,Morgan Hill,Santa Clara,9a1a4247-479d-46ff-99cc-4251c5e333fa,https://www.fire.ca.gov/incidents/2017/7/10/felipe-fire/
650,Rebie Fire,2018-01-09,2017-07-12,10,-121.33785,39.50475,Challenge-Brownsville,Butte,1be14ce2-5e9c-4cc2-89bf-f36cb1d1ccbd,https://www.fire.ca.gov/incidents/2017/7/12/rebie-fire/
651,Mesa Fire,2018-01-09,2017-07-17,50,-120.13249,34.72379,Los Olivos,Santa Barbara,a26038b9-df04-4ade-b918-0c4fb9a8dbcf,https://www.fire.ca.gov/incidents/2017/7/17/mesa-fire/
652,Bridge Fire,2018-04-12,2017-07-14,460,-117.10567,34.09773,Mentone,San Bernardino,1348f32a-510f-4ad3-971f-b75b9cf9f0c0,https://www.fire.ca.gov/incidents/2017/7/14/bridge-fire/
653,Jennings Fire,2018-01-09,2017-07-11,400,-116.85396,32.84796,Harbison Canyon,San Diego,04b54dc3-10a2-4fdf-bfa6-60a1fe2b0f7d,https://www.fire.ca.gov/incidents/2017/7/11/jennings-fire/
654,Long Valley Fire,2018-01-09,2017-07-11,83733,-120.14013,40.07045,Portola,Lassen,f7b03fae-de58-4674-9f4f-d3e9d2762d84,https://www.fire.ca.gov/incidents/2017/7/11/long-valley-fire/
655,Lariat Fire,2018-01-09,2017-07-11,101,-121.8179,37.39801,East Foothills,Santa Clara,580ce9d9-b8dc-4dc1-9f10-11bf48df9492,https://www.fire.ca.gov/incidents/2017/7/11/lariat-fire/
656,Quail Fire,2018-01-09,2017-07-12,59,-120.85322,38.18303,Valley Springs,Calaveras,6f9581fa-7c8a-45d1-988d-0a299fc15d62,https://www.fire.ca.gov/incidents/2017/7/12/quail-fire/
657,Washington Fire,2018-01-09,2017-07-13,32,-117.07975,33.62613,Winchester,Riverside,bfa2d3e8-2ede-423f-b7db-f8e6f44a3c82,https://www.fire.ca.gov/incidents/2017/7/13/washington-fire/
658,Hidden Fire,2018-01-09,2017-07-12,46,-117.189,34.149,Highland,San Bernardino,826b4661-020b-425d-84ec-9426c39839e7,https://www.fire.ca.gov/incidents/2017/7/12/hidden-fire/
659,Spaletta Fire,2018-01-09,2017-07-12,35,-122.77846,38.08055,Inverness,Marin,bf2e0a34-e600-4e21-9135-168e28c2893d,https://www.fire.ca.gov/incidents/2017/7/12/spaletta-fire/
660,Navajo Fire,2018-01-09,2017-07-13,10,-117.24091,33.77896,Perris,Riverside,e6626b0a-428c-442f-9ec5-591effef172d,https://www.fire.ca.gov/incidents/2017/7/13/navajo-fire/
661,Reservation Fire,2018-01-09,2017-07-16,40,-121.74826,36.66684,Marina,Monterey,13dedbc3-8b85-4f64-b3db-89ed81ed4f1d,https://www.fire.ca.gov/incidents/2017/7/16/reservation-fire/
662,Grade Fire,2018-01-09,2017-07-16,900,-123.28825,39.30125,Redwood Valley,Mendocino,95cd2f17-1278-4cc9-90f4-000e4eba415a,https://www.fire.ca.gov/incidents/2017/7/16/grade-fire/
663,Detwiler Fire,2018-01-09,2017-07-16,81826,-120.21321,37.61757,Mariposa,Mariposa,9feb25c4-d3ae-4f78-9fc9-a1ad2b308e42,https://www.fire.ca.gov/incidents/2017/7/16/detwiler-fire/
664,Range Fire,2018-01-09,2017-07-17,20,-123.10227,39.13207,Talmage,Mendocino,7f742021-ea49-4de5-89a2-f5b9d05d6bbb,https://www.fire.ca.gov/incidents/2017/7/17/range-fire/
665,Park Fire,2018-01-09,2017-07-17,1649,-120.55579,35.95911,San Miguel,Fresno,f44aec62-5d1d-422f-9ff9-dbef80e4e27f,https://www.fire.ca.gov/incidents/2017/7/17/park-fire/
666,Sand Fire,2018-01-09,2017-07-17,70,-122.20127,39.01224,Arbuckle,Colusa,0726d9f7-2baa-4652-b1d6-cbab45783f64,https://www.fire.ca.gov/incidents/2017/7/17/sand-fire/
667,Maria Fire,2018-01-09,2017-07-17,117,-120.62177,38.29113,Mountain Ranch,Calaveras,2f9f1bf9-6188-46a2-b91f-f212cdd21528,https://www.fire.ca.gov/incidents/2017/7/17/maria-fire/
668,Centerville Fire,2018-01-09,2017-07-17,15,-120.56933,41.45589,Alturas,Modoc,f568b94d-f388-4231-8aac-ac2572ca872d,https://www.fire.ca.gov/incidents/2017/7/17/centerville-fire/
669,Murphy Fire,2018-01-09,2017-07-17,40,-122.62382,38.86056,Lower Lake,Lake,1ba1f29a-5281-4f53-857d-106ae5e7db84,https://www.fire.ca.gov/incidents/2017/7/17/murphy-fire/
670,Fox Fire,2018-01-09,2017-07-17,59,-118.78928,36.18815,East Porterville,Tulare,80844950-65c8-44ec-b63a-7e51412fea0c,https://www.fire.ca.gov/incidents/2017/7/17/fox-fire/
671,I-5 Fire,2018-01-09,2017-08-24,2312,-120.05404,36.05187,Avenal,Kings,2f2a4afd-06f1-4b57-b3f2-db8e3d9ac05c,https://www.fire.ca.gov/incidents/2017/8/24/i-5-fire/
672,Sway Fire,2018-01-09,2017-08-01,19,-123.57562,40.39799,Redway,Humboldt,82689e99-9158-4403-b8c5-bababc3c81f6,https://www.fire.ca.gov/incidents/2017/8/1/sway-fire/
673,Hudson Fire,2018-01-09,2017-07-18,1083,-119.44751,34.94373,Maricopa,Kern,27759042-9df3-4d57-951e-f5727bcf013f,https://www.fire.ca.gov/incidents/2017/7/18/hudson-fire/
674,Laverne Fire,2018-01-09,2017-07-18,180,-122.43608,40.47106,Redding,Shasta,3c61a039-cf71-40da-89e9-bcc5a62e2c1a,https://www.fire.ca.gov/incidents/2017/7/18/laverne-fire/
675,Ellis Fire,2018-01-09,2017-07-18,72,-117.25075,33.75526,Good Hope,Riverside,244961af-65d5-472b-972f-e02df96e9ccb,https://www.fire.ca.gov/incidents/2017/7/18/ellis-fire/
